# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1157993	1158673	-							LOKO_RS05390	681		old_locus_tag=LOKO_01092
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1157993	1158673	-	WP_066446054.1	WP_066446054.1		OmpA family protein			LOKO_RS05390	681	226	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1158701	1159906	-					hemW		LOKO_RS05395	1206		old_locus_tag=LOKO_01093
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1158701	1159906	-	WP_235588944.1	WP_235588944.1		radical SAM family heme chaperone HemW	hemW		LOKO_RS05395	1206	401	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1159903	1160514	-							LOKO_RS05400	612		old_locus_tag=LOKO_01094
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1159903	1160514	-	WP_066446056.1	WP_066446056.1		XTP/dITP diphosphatase			LOKO_RS05400	612	203	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1161185	1161856	+							LOKO_RS05405	672		old_locus_tag=LOKO_01095
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1161185	1161856	+	WP_066446061.1	WP_066446061.1		response regulator transcription factor			LOKO_RS05405	672	223	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1161926	1163170	-							LOKO_RS05410	1245		old_locus_tag=LOKO_01096
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1161926	1163170	-	WP_083517443.1	WP_083517443.1		bifunctional aminoglycoside phosphotransferase/ATP-binding protein			LOKO_RS05410	1245	414	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1163228	1164517	-					hemL		LOKO_RS19780	1290		
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1163228	1164517	-	WP_066452237.1	WP_066452237.1		glutamate-1-semialdehyde 2,1-aminomutase	hemL		LOKO_RS19780	1290	429	
gene	pseudogene	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1164770	1165558	-							LOKO_RS19785	789		partial;pseudo
CDS	without_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1164770	1165558	-				bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase			LOKO_RS19785	789		partial;pseudo
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1165560	1165991	-					hemJ		LOKO_RS05420	432		old_locus_tag=LOKO_01098
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1165560	1165991	-	WP_066446068.1	WP_066446068.1		protoporphyrinogen oxidase HemJ	hemJ		LOKO_RS05420	432	143	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1166077	1167834	-							LOKO_RS05425	1758		old_locus_tag=LOKO_01099
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1166077	1167834	-	WP_066446071.1	WP_066446071.1		chloride channel protein			LOKO_RS05425	1758	585	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1167931	1168965	+					argC		LOKO_RS05430	1035		old_locus_tag=LOKO_01100
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1167931	1168965	+	WP_066446073.1	WP_066446073.1		N-acetyl-gamma-glutamyl-phosphate reductase	argC		LOKO_RS05430	1035	344	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1169062	1169415	+					erpA		LOKO_RS05435	354		old_locus_tag=LOKO_01101
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1169062	1169415	+	WP_066446075.1	WP_066446075.1		iron-sulfur cluster insertion protein ErpA	erpA		LOKO_RS05435	354	117	
gene	pseudogene	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1169525	1170082	+							LOKO_RS05440	558		partial;pseudo;old_locus_tag=LOKO_01102
CDS	without_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1169525	1170082	+				transporter substrate-binding domain-containing protein			LOKO_RS05440	558		partial;pseudo
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1170034	1170486	-							LOKO_RS18605	453		
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1170034	1170486	-	WP_083517445.1	WP_083517445.1		SDR family NAD(P)-dependent oxidoreductase			LOKO_RS18605	453	150	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1170748	1171731	+							LOKO_RS05445	984		old_locus_tag=LOKO_01103
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1170748	1171731	+	WP_066446086.1	WP_066446086.1		TRAP transporter substrate-binding protein			LOKO_RS05445	984	327	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1171811	1172350	+							LOKO_RS05450	540		old_locus_tag=LOKO_01104
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1171811	1172350	+	WP_066446088.1	WP_066446088.1		TRAP transporter small permease			LOKO_RS05450	540	179	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1172350	1173645	+							LOKO_RS05455	1296		old_locus_tag=LOKO_01105
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1172350	1173645	+	WP_066446090.1	WP_066446090.1		TRAP transporter large permease			LOKO_RS05455	1296	431	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1173707	1174174	+							LOKO_RS05460	468		old_locus_tag=LOKO_01106
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1173707	1174174	+	WP_066446099.1	WP_066446099.1		TerB family tellurite resistance protein			LOKO_RS05460	468	155	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1174367	1175617	+							LOKO_RS05465	1251		old_locus_tag=LOKO_01107
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1174367	1175617	+	WP_066446102.1	WP_066446102.1		FAD-binding oxidoreductase			LOKO_RS05465	1251	416	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1175634	1176065	-							LOKO_RS05470	432		old_locus_tag=LOKO_01108
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1175634	1176065	-	WP_066446105.1	WP_066446105.1		hypothetical protein			LOKO_RS05470	432	143	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1176302	1177339	+					pyrC		LOKO_RS05475	1038		old_locus_tag=LOKO_01109
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1176302	1177339	+	WP_066446108.1	WP_066446108.1		dihydroorotase	pyrC		LOKO_RS05475	1038	345	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1177348	1178301	-							LOKO_RS05480	954		old_locus_tag=LOKO_01110
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1177348	1178301	-	WP_066446110.1	WP_066446110.1		alpha/beta hydrolase			LOKO_RS05480	954	317	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1178304	1179056	-					mtnN		LOKO_RS05485	753		old_locus_tag=LOKO_01111
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1178304	1179056	-	WP_066446113.1	WP_066446113.1		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtnN		LOKO_RS05485	753	250	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1179181	1180065	-					folD		LOKO_RS05490	885		old_locus_tag=LOKO_01112
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1179181	1180065	-	WP_066446116.1	WP_066446116.1		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	folD		LOKO_RS05490	885	294	
gene	tRNA	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1180291	1180367	+							LOKO_RS05495	77		old_locus_tag=LOKO_01113
tRNA		GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1180291	1180367	+				tRNA-Pro			LOKO_RS05495	77		anticodon=TGG
gene	tRNA	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1180436	1180512	+							LOKO_RS05500	77		old_locus_tag=LOKO_01114
tRNA		GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1180436	1180512	+				tRNA-Arg			LOKO_RS05500	77		anticodon=TCT
gene	tRNA	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1180644	1180718	+							LOKO_RS05505	75		old_locus_tag=LOKO_01115
tRNA		GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1180644	1180718	+				tRNA-His			LOKO_RS05505	75		anticodon=GTG
gene	tRNA	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1180756	1180830	+							LOKO_RS05510	75		old_locus_tag=LOKO_01116
tRNA		GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1180756	1180830	+				tRNA-His			LOKO_RS05510	75		anticodon=GTG
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1181131	1182507	+					tig		LOKO_RS05515	1377		old_locus_tag=LOKO_01117
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1181131	1182507	+	WP_066446119.1	WP_066446119.1		trigger factor	tig		LOKO_RS05515	1377	458	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1182687	1184075	-							LOKO_RS05520	1389		old_locus_tag=LOKO_01118
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1182687	1184075	-	WP_066446120.1	WP_066446120.1		hypothetical protein			LOKO_RS05520	1389	462	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1184072	1184488	-							LOKO_RS05525	417		old_locus_tag=LOKO_01119
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1184072	1184488	-	WP_066446123.1	WP_066446123.1		PaaI family thioesterase			LOKO_RS05525	417	138	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1184485	1186107	-							LOKO_RS05530	1623		old_locus_tag=LOKO_01120
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1184485	1186107	-	WP_066446129.1	WP_066446129.1		acyl--CoA ligase			LOKO_RS05530	1623	540	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1186107	1187258	-							LOKO_RS05535	1152		old_locus_tag=LOKO_01121
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1186107	1187258	-	WP_066446130.1	WP_066446130.1		acyl-CoA dehydrogenase family protein			LOKO_RS05535	1152	383	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1187452	1188996	+							LOKO_RS05540	1545		old_locus_tag=LOKO_01122
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1187452	1188996	+	WP_066446133.1	WP_066446133.1		3-hydroxyacyl-CoA dehydrogenase			LOKO_RS05540	1545	514	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1189020	1190228	+							LOKO_RS05545	1209		old_locus_tag=LOKO_01123
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1189020	1190228	+	WP_066446134.1	WP_066446134.1		3-oxoadipyl-CoA thiolase			LOKO_RS05545	1209	402	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1190328	1191137	+							LOKO_RS05550	810		old_locus_tag=LOKO_01124
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1190328	1191137	+	WP_066446135.1	WP_066446135.1		IclR family transcriptional regulator			LOKO_RS05550	810	269	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1191286	1192422	+							LOKO_RS05555	1137		old_locus_tag=LOKO_01125
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1191286	1192422	+	WP_066446138.1	WP_066446138.1		ABC transporter permease			LOKO_RS05555	1137	378	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1192419	1193210	+							LOKO_RS05560	792		old_locus_tag=LOKO_01126
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1192419	1193210	+	WP_066446140.1	WP_066446140.1		ATP-binding cassette domain-containing protein			LOKO_RS05560	792	263	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1193210	1194151	+							LOKO_RS05565	942		old_locus_tag=LOKO_01127
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1193210	1194151	+	WP_066446142.1	WP_066446142.1		MlaD family protein			LOKO_RS05565	942	313	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1194148	1194780	+							LOKO_RS05570	633		old_locus_tag=LOKO_01128
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1194148	1194780	+	WP_201025359.1	WP_201025359.1		ABC-type transport auxiliary lipoprotein family protein			LOKO_RS05570	633	210	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1194920	1195606	+					csiR		LOKO_RS05575	687		old_locus_tag=LOKO_01129
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1194920	1195606	+	WP_066452239.1	WP_066452239.1		DNA-binding transcriptional regulator CsiR	csiR		LOKO_RS05575	687	228	
gene	pseudogene	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1196043	1196336	-					trxA		LOKO_RS05580	294		partial;pseudo
CDS	without_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1196043	1196336	-				thioredoxin	trxA		LOKO_RS05580	294		partial;pseudo
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1196542	1197513	+					cysB		LOKO_RS05585	972		old_locus_tag=LOKO_01131
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1196542	1197513	+	WP_066446143.1	WP_066446143.1		HTH-type transcriptional regulator CysB	cysB		LOKO_RS05585	972	323	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1197556	1198176	-							LOKO_RS05590	621		old_locus_tag=LOKO_01132
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1197556	1198176	-	WP_066446146.1	WP_066446146.1		phosphoadenosine phosphosulfate reductase family protein			LOKO_RS05590	621	206	
gene	pseudogene	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1198292	1199035	-							LOKO_RS05595	744		partial;pseudo;old_locus_tag=LOKO_01133
CDS	without_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1198292	1199035	-				anthranilate synthase component I family protein			LOKO_RS05595	744		partial;pseudo
gene	pseudogene	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1199204	1199416	+							LOKO_RS20065	213		partial;pseudo
CDS	without_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1199204	1199416	+				hypothetical protein			LOKO_RS20065	213		partial;pseudo
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1199393	1200244	-					ispE		LOKO_RS05605	852		old_locus_tag=LOKO_01134
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1199393	1200244	-	WP_066446156.1	WP_066446156.1		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE		LOKO_RS05605	852	283	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1200248	1200868	-					lolB		LOKO_RS05610	621		old_locus_tag=LOKO_01135
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1200248	1200868	-	WP_066446159.1	WP_066446159.1		lipoprotein insertase outer membrane protein LolB	lolB		LOKO_RS05610	621	206	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1200925	1202679	-							LOKO_RS05615	1755		old_locus_tag=LOKO_01136
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1200925	1202679	-	WP_066452240.1	WP_066452240.1		tetratricopeptide repeat protein			LOKO_RS05615	1755	584	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1202914	1204179	+					hemA		LOKO_RS05620	1266		old_locus_tag=LOKO_01137
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1202914	1204179	+	WP_066446164.1	WP_066446164.1		glutamyl-tRNA reductase	hemA		LOKO_RS05620	1266	421	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1204191	1205279	+					prfA		LOKO_RS05625	1089		old_locus_tag=LOKO_01138
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1204191	1205279	+	WP_066446167.1	WP_066446167.1		peptide chain release factor 1	prfA		LOKO_RS05625	1089	362	
gene	pseudogene	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1205338	1205484	+							LOKO_RS20070	147		partial;pseudo
CDS	without_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1205338	1205484	+				molecular chaperone DnaJ			LOKO_RS20070	147		partial;pseudo
gene	pseudogene	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1205598	1205987	+							LOKO_RS05630	390		partial;pseudo;old_locus_tag=LOKO_01139
CDS	without_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1205598	1205987	+				Lrp/AsnC ligand binding domain-containing protein			LOKO_RS05630	390		partial;pseudo
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1205993	1206742	+					moeB		LOKO_RS05635	750		old_locus_tag=LOKO_01140
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1205993	1206742	+	WP_066452241.1	WP_066452241.1		molybdopterin-synthase adenylyltransferase MoeB	moeB		LOKO_RS05635	750	249	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1206753	1207673	+							LOKO_RS05640	921		old_locus_tag=LOKO_01141
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1206753	1207673	+	WP_066446170.1	WP_066446170.1		LysR family transcriptional regulator			LOKO_RS05640	921	306	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1208002	1209294	+							LOKO_RS05645	1293		old_locus_tag=LOKO_01142
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1208002	1209294	+	WP_066446173.1	WP_066446173.1		FAD-binding oxidoreductase			LOKO_RS05645	1293	430	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1209330	1210676	+							LOKO_RS05650	1347		old_locus_tag=LOKO_01143
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1209330	1210676	+	WP_066446176.1	WP_066446176.1		glutamine synthetase family protein			LOKO_RS05650	1347	448	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1210858	1211964	+							LOKO_RS05655	1107		old_locus_tag=LOKO_01144
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1210858	1211964	+	WP_235588945.1	WP_235588945.1		polyamine ABC transporter substrate-binding protein			LOKO_RS05655	1107	368	
gene	pseudogene	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1212187	1212351	+							LOKO_RS05660	165		partial;pseudo
CDS	without_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1212187	1212351	+				ATP-binding cassette domain-containing protein			LOKO_RS05660	165		partial;pseudo
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1212544	1213014	-							LOKO_RS18615	471		
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1212544	1213014	-	WP_083517689.1	WP_083517689.1		DUF615 domain-containing protein			LOKO_RS18615	471	156	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1213165	1214505	+					pmbA		LOKO_RS05665	1341		old_locus_tag=LOKO_01146
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1213165	1214505	+	WP_066446179.1	WP_066446179.1		metalloprotease PmbA	pmbA		LOKO_RS05665	1341	446	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1214551	1214820	-							LOKO_RS05670	270		old_locus_tag=LOKO_01147
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1214551	1214820	-	WP_066446182.1	WP_066446182.1		HPr family phosphocarrier protein			LOKO_RS05670	270	89	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1214823	1215743	-					rapZ		LOKO_RS05675	921		old_locus_tag=LOKO_01148
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1214823	1215743	-	WP_066446184.1	WP_066446184.1		RNase adapter RapZ	rapZ		LOKO_RS05675	921	306	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1215783	1216259	-					ptsN		LOKO_RS05680	477		old_locus_tag=LOKO_01149
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1215783	1216259	-	WP_066446187.1	WP_066446187.1		PTS IIA-like nitrogen regulatory protein PtsN	ptsN		LOKO_RS05680	477	158	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1216265	1216573	-					raiA		LOKO_RS05685	309		old_locus_tag=LOKO_01150
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1216265	1216573	-	WP_043514205.1	WP_043514205.1		ribosome-associated translation inhibitor RaiA	raiA		LOKO_RS05685	309	102	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1216683	1218101	-							LOKO_RS05690	1419		old_locus_tag=LOKO_01151
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1216683	1218101	-	WP_066446191.1	WP_066446191.1		RNA polymerase factor sigma-54			LOKO_RS05690	1419	472	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1218260	1218985	-					lptB		LOKO_RS05695	726		old_locus_tag=LOKO_01152
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1218260	1218985	-	WP_066446194.1	WP_066446194.1		LPS export ABC transporter ATP-binding protein	lptB		LOKO_RS05695	726	241	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1218993	1219463	-					lptA		LOKO_RS05700	471		old_locus_tag=LOKO_01153
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1218993	1219463	-	WP_235589002.1	WP_235589002.1		lipopolysaccharide transport periplasmic protein LptA	lptA		LOKO_RS05700	471	156	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1219517	1220140	-					lptC		LOKO_RS05705	624		old_locus_tag=LOKO_01154
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1219517	1220140	-	WP_066446207.1	WP_066446207.1		LPS export ABC transporter periplasmic protein LptC	lptC		LOKO_RS05705	624	207	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1220145	1220702	-							LOKO_RS05710	558		old_locus_tag=LOKO_01155
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1220145	1220702	-	WP_066446211.1	WP_066446211.1		HAD-IIIA family hydrolase			LOKO_RS05710	558	185	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1220762	1221772	-							LOKO_RS05715	1011		old_locus_tag=LOKO_01156
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1220762	1221772	-	WP_066446215.1	WP_066446215.1		KpsF/GutQ family sugar-phosphate isomerase			LOKO_RS05715	1011	336	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1221805	1222752	-							LOKO_RS05720	948		old_locus_tag=LOKO_01157
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1221805	1222752	-	WP_066446218.1	WP_066446218.1		calcium/sodium antiporter			LOKO_RS05720	948	315	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1222896	1223708	+							LOKO_RS05725	813		old_locus_tag=LOKO_01158
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1222896	1223708	+	WP_066446220.1	WP_066446220.1		ATP-binding cassette domain-containing protein			LOKO_RS05725	813	270	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1223705	1224487	+					mlaE		LOKO_RS05730	783		old_locus_tag=LOKO_01159
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1223705	1224487	+	WP_066446223.1	WP_066446223.1		lipid asymmetry maintenance ABC transporter permease subunit MlaE	mlaE		LOKO_RS05730	783	260	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1224525	1224989	+					mlaD		LOKO_RS05735	465		old_locus_tag=LOKO_01160
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1224525	1224989	+	WP_066446226.1	WP_066446226.1		outer membrane lipid asymmetry maintenance protein MlaD	mlaD		LOKO_RS05735	465	154	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1225124	1227124	-					katG		LOKO_RS05740	2001		old_locus_tag=LOKO_01161
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1225124	1227124	-	WP_235588946.1	WP_235588946.1		catalase/peroxidase HPI	katG		LOKO_RS05740	2001	666	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	1227445	1227813	-							LOKO_RS05745	369		old_locus_tag=LOKO_01162
