# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1002342	1002845	-					rplJ		G3568_RS04700	504		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1002342	1002845	-	WP_163504160.1	WP_163504160.1		50S ribosomal protein L10	rplJ		G3568_RS04700	504	167	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1003116	1003808	-					rplA		G3568_RS04705	693		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1003116	1003808	-	WP_163501194.1	WP_163501194.1		50S ribosomal protein L1	rplA		G3568_RS04705	693	230	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1003811	1004242	-					rplK		G3568_RS04710	432		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1003811	1004242	-	WP_075880571.1	WP_075880571.1		50S ribosomal protein L11	rplK		G3568_RS04710	432	143	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1004330	1004863	-					nusG		G3568_RS04715	534		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1004330	1004863	-	WP_095623219.1	WP_095623219.1		transcription termination/antitermination protein NusG	nusG		G3568_RS04715	534	177	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1004872	1005240	-					secE		G3568_RS04720	369		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1004872	1005240	-	WP_163501195.1	WP_163501195.1		preprotein translocase subunit SecE	secE		G3568_RS04720	369	122	
gene	tRNA	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1005313	1005388	-							G3568_RS04725	76		
tRNA		GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1005313	1005388	-				tRNA-Trp			G3568_RS04725	76		anticodon=CCA
gene	tRNA	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1005531	1005605	-							G3568_RS04730	75		
tRNA		GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1005531	1005605	-				tRNA-Thr			G3568_RS04730	75		anticodon=GGT
gene	tRNA	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1005638	1005711	-							G3568_RS04735	74		
tRNA		GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1005638	1005711	-				tRNA-Gly			G3568_RS04735	74		anticodon=TCC
gene	tRNA	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1005754	1005837	-							G3568_RS04740	84		
tRNA		GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1005754	1005837	-				tRNA-Tyr			G3568_RS04740	84		anticodon=GTA
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1005944	1006783	-							G3568_RS04745	840		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1005944	1006783	-	WP_163501196.1	WP_163501196.1		type III pantothenate kinase			G3568_RS04745	840	279	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1006780	1007760	-							G3568_RS04750	981		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1006780	1007760	-	WP_163501197.1	WP_163501197.1		biotin--[acetyl-CoA-carboxylase] ligase			G3568_RS04750	981	326	
gene	rRNA	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1007895	1008010	-					rrf		G3568_RS04755	116		
rRNA		GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1007895	1008010	-				5S ribosomal RNA	rrf		G3568_RS04755	116		
gene	rRNA	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1008093	1011004	-							G3568_RS04760	2912		
rRNA		GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1008093	1011004	-				23S ribosomal RNA			G3568_RS04760	2912		
gene	tRNA	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1011306	1011381	-							G3568_RS04765	76		
tRNA		GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1011306	1011381	-				tRNA-Ala			G3568_RS04765	76		anticodon=TGC
gene	tRNA	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1011642	1011718	-							G3568_RS04770	77		
tRNA		GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1011642	1011718	-				tRNA-Ile			G3568_RS04770	77		anticodon=GAT
gene	rRNA	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1011812	1013351	-							G3568_RS04775	1540		
rRNA		GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1011812	1013351	-				16S ribosomal RNA			G3568_RS04775	1540		
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1013933	1016812	-							G3568_RS04780	2880		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1013933	1016812	-	WP_163501198.1	WP_163501198.1		FAD-binding oxidoreductase			G3568_RS04780	2880	959	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1016809	1017480	-							G3568_RS04785	672		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1016809	1017480	-	WP_163501199.1	WP_163501199.1		lactate utilization protein C			G3568_RS04785	672	223	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1017477	1018919	-							G3568_RS04790	1443		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1017477	1018919	-	WP_163501200.1	WP_163501200.1		LutB/LldF family L-lactate oxidation iron-sulfur protein			G3568_RS04790	1443	480	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1018916	1019671	-							G3568_RS04795	756		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1018916	1019671	-	WP_163501201.1	WP_163501201.1		(Fe-S)-binding protein			G3568_RS04795	756	251	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1020055	1020831	+							G3568_RS04800	777		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1020055	1020831	+	WP_163501202.1	WP_163501202.1		GntR family transcriptional regulator			G3568_RS04800	777	258	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1020824	1022728	+							G3568_RS04805	1905		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1020824	1022728	+	WP_163501203.1	WP_163501203.1		sensor histidine kinase			G3568_RS04805	1905	634	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1022721	1024100	+							G3568_RS04810	1380		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1022721	1024100	+	WP_163501204.1	WP_163501204.1		sigma-54 dependent transcriptional regulator			G3568_RS04810	1380	459	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1024369	1025166	+							G3568_RS04815	798		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1024369	1025166	+	WP_163501205.1	WP_163501205.1		hypothetical protein			G3568_RS04815	798	265	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1025244	1025930	-							G3568_RS04820	687		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1025244	1025930	-	WP_163501206.1	WP_163501206.1		metal-dependent hydrolase			G3568_RS04820	687	228	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1026014	1026556	-							G3568_RS04825	543		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1026014	1026556	-	WP_163501207.1	WP_163501207.1		gamma carbonic anhydrase family protein			G3568_RS04825	543	180	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1026593	1027933	-							G3568_RS04830	1341		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1026593	1027933	-	WP_163501208.1	WP_163501208.1		sodium-dependent transporter			G3568_RS04830	1341	446	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1028076	1030127	+					prlC		G3568_RS04835	2052		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1028076	1030127	+	WP_163501209.1	WP_163501209.1		oligopeptidase A	prlC		G3568_RS04835	2052	683	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1030140	1030385	+							G3568_RS04840	246		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1030140	1030385	+	WP_163501210.1	WP_163501210.1		YheV family putative metal-binding protein			G3568_RS04840	246	81	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1030718	1031737	+							G3568_RS04845	1020		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1030718	1031737	+	WP_163501211.1	WP_163501211.1		TAXI family TRAP transporter solute-binding subunit			G3568_RS04845	1020	339	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1031884	1034091	+							G3568_RS04850	2208		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1031884	1034091	+	WP_163501212.1	WP_163501212.1		TRAP transporter permease			G3568_RS04850	2208	735	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1034238	1035077	-					metF		G3568_RS04855	840		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1034238	1035077	-	WP_163501213.1	WP_163501213.1		methylenetetrahydrofolate reductase [NAD(P)H]	metF		G3568_RS04855	840	279	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1035257	1036228	+							G3568_RS04860	972		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1035257	1036228	+	WP_163501214.1	WP_163501214.1		AEC family transporter			G3568_RS04860	972	323	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1036294	1036647	+							G3568_RS04865	354		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1036294	1036647	+	WP_163501215.1	WP_163501215.1		DUF6152 family protein			G3568_RS04865	354	117	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1036657	1037115	+							G3568_RS04870	459		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1036657	1037115	+	WP_163501216.1	WP_163501216.1		hypothetical protein			G3568_RS04870	459	152	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1037112	1038521	-					ahcY		G3568_RS04875	1410		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1037112	1038521	-	WP_163501217.1	WP_163501217.1		adenosylhomocysteinase	ahcY		G3568_RS04875	1410	469	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1038771	1039991	-					metK		G3568_RS04880	1221		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1038771	1039991	-	WP_163501218.1	WP_163501218.1		methionine adenosyltransferase	metK		G3568_RS04880	1221	406	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1040259	1042250	+					tkt		G3568_RS04885	1992		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1040259	1042250	+	WP_163501219.1	WP_163501219.1		transketolase	tkt		G3568_RS04885	1992	663	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1042334	1043386	-							G3568_RS04890	1053		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1042334	1043386	-	WP_163501220.1	WP_163501220.1		class I fructose-bisphosphate aldolase			G3568_RS04890	1053	350	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1043753	1044109	+							G3568_RS04895	357		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1043753	1044109	+	WP_163501221.1	WP_163501221.1		CidA/LrgA family protein			G3568_RS04895	357	118	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1044102	1044824	+							G3568_RS04900	723		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1044102	1044824	+	WP_163501222.1	WP_163501222.1		LrgB family protein			G3568_RS04900	723	240	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1044885	1045922	+							G3568_RS04905	1038		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1044885	1045922	+	WP_163501223.1	WP_163501223.1		erythrose-4-phosphate dehydrogenase			G3568_RS04905	1038	345	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1045966	1047138	+							G3568_RS04910	1173		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1045966	1047138	+	WP_163501224.1	WP_163501224.1		phosphoglycerate kinase			G3568_RS04910	1173	390	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1047220	1048284	+					fba		G3568_RS04915	1065		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1047220	1048284	+	WP_163501225.1	WP_163501225.1		fructose-bisphosphate aldolase class II	fba		G3568_RS04915	1065	354	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1048363	1048692	-							G3568_RS04920	330		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1048363	1048692	-	WP_163501226.1	WP_163501226.1		hypothetical protein			G3568_RS04920	330	109	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1048838	1049830	+							G3568_RS04925	993		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1048838	1049830	+	WP_163501227.1	WP_163501227.1		D-glycerate dehydrogenase			G3568_RS04925	993	330	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1050031	1050327	-							G3568_RS04930	297		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1050031	1050327	-	WP_163501228.1	WP_163501228.1		hypothetical protein			G3568_RS04930	297	98	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1050437	1050727	-							G3568_RS04935	291		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1050437	1050727	-	WP_163500212.1	WP_163500212.1		hypothetical protein			G3568_RS04935	291	96	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1051172	1051849	+							G3568_RS04940	678		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1051172	1051849	+	WP_163501229.1	WP_163501229.1		HAD-IA family hydrolase			G3568_RS04940	678	225	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1051978	1052352	+							G3568_RS04945	375		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1051978	1052352	+	WP_163501230.1	WP_163501230.1		translation initiation factor Sui1			G3568_RS04945	375	124	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1052366	1052788	+							G3568_RS04950	423		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1052366	1052788	+	WP_163501231.1	WP_163501231.1		YbaY family lipoprotein			G3568_RS04950	423	140	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1052795	1053622	-							G3568_RS04955	828		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1052795	1053622	-	WP_240457791.1	WP_240457791.1		NAD-dependent protein deacetylase			G3568_RS04955	828	275	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1053836	1054747	+							G3568_RS04960	912		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1053836	1054747	+	WP_163501232.1	WP_163501232.1		NERD domain-containing protein			G3568_RS04960	912	303	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1054794	1055552	-							G3568_RS04965	759		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1054794	1055552	-	WP_240457792.1	WP_240457792.1		ribonuclease I			G3568_RS04965	759	252	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1055545	1056882	-							G3568_RS04970	1338		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1055545	1056882	-	WP_095620300.1	WP_095620300.1		deoxyguanosinetriphosphate triphosphohydrolase			G3568_RS04970	1338	445	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1056994	1058406	-					glnG		G3568_RS04975	1413		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1056994	1058406	-	WP_095620301.1	WP_095620301.1		nitrogen regulation protein NR(I)	glnG		G3568_RS04975	1413	470	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1058474	1059517	-					glnL		G3568_RS04980	1044		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1058474	1059517	-	WP_163501233.1	WP_163501233.1		nitrogen regulation protein NR(II)	glnL		G3568_RS04980	1044	347	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1059871	1060467	-							G3568_RS04985	597		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1059871	1060467	-	WP_163501234.1	WP_163501234.1		DUF4124 domain-containing protein			G3568_RS04985	597	198	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1060618	1062024	-					glnA		G3568_RS04990	1407		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1060618	1062024	-	WP_163501235.1	WP_163501235.1		glutamate--ammonia ligase	glnA		G3568_RS04990	1407	468	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1062120	1062281	+							G3568_RS04995	162		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1062120	1062281	+	WP_163501236.1	WP_163501236.1		hypothetical protein			G3568_RS04995	162	53	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1062567	1063106	+							G3568_RS05000	540		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1062567	1063106	+	WP_163501237.1	WP_163501237.1		hypothetical protein			G3568_RS05000	540	179	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1063181	1064167	+							G3568_RS05005	987		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1063181	1064167	+	WP_163501238.1	WP_163501238.1		polysaccharide deacetylase family protein			G3568_RS05005	987	328	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1064326	1064775	+							G3568_RS05010	450		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1064326	1064775	+	WP_163501239.1	WP_163501239.1		hypothetical protein			G3568_RS05010	450	149	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1064777	1066288	+							G3568_RS05015	1512		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1064777	1066288	+	WP_163501240.1	WP_163501240.1		tripartite tricarboxylate transporter permease			G3568_RS05015	1512	503	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1066353	1067321	+							G3568_RS05020	969		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1066353	1067321	+	WP_163501241.1	WP_163501241.1		tripartite tricarboxylate transporter substrate binding protein			G3568_RS05020	969	322	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1067581	1068945	+							G3568_RS05025	1365		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1067581	1068945	+	WP_163501242.1	WP_163501242.1		amidohydrolase family protein			G3568_RS05025	1365	454	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1068942	1069673	+							G3568_RS05030	732		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1068942	1069673	+	WP_163501243.1	WP_163501243.1		hypothetical protein			G3568_RS05030	732	243	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1069842	1071677	+					typA		G3568_RS05035	1836		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1069842	1071677	+	WP_163501244.1	WP_163501244.1		translational GTPase TypA	typA		G3568_RS05035	1836	611	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1071745	1072344	-							G3568_RS05040	600		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1071745	1072344	-	WP_240457793.1	WP_240457793.1		XRE family transcriptional regulator			G3568_RS05040	600	199	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1072472	1073497	+					tdh		G3568_RS05045	1026		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1072472	1073497	+	WP_163501245.1	WP_163501245.1		L-threonine 3-dehydrogenase	tdh		G3568_RS05045	1026	341	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1073501	1074688	+							G3568_RS05050	1188		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1073501	1074688	+	WP_163501246.1	WP_163501246.1		glycine C-acetyltransferase			G3568_RS05050	1188	395	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1074820	1075146	+							G3568_RS05055	327		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1074820	1075146	+	WP_163501247.1	WP_163501247.1		hypothetical protein			G3568_RS05055	327	108	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1075296	1076738	+							G3568_RS05060	1443		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1075296	1076738	+	WP_163501248.1	WP_163501248.1		sodium-dependent transporter			G3568_RS05060	1443	480	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1076820	1077590	+							G3568_RS05065	771		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1076820	1077590	+	WP_163501249.1	WP_163501249.1		ABC transporter ATP-binding protein			G3568_RS05065	771	256	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1077627	1078331	+							G3568_RS05070	705		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1077627	1078331	+	WP_163501250.1	WP_163501250.1		ABC transporter ATP-binding protein			G3568_RS05070	705	234	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1078395	1079399	+							G3568_RS05075	1005		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1078395	1079399	+	WP_163501251.1	WP_163501251.1		branched-chain amino acid ABC transporter permease			G3568_RS05075	1005	334	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1079399	1080700	+							G3568_RS05080	1302		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1079399	1080700	+	WP_163501252.1	WP_163501252.1		branched-chain amino acid ABC transporter permease			G3568_RS05080	1302	433	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1080770	1081942	-					metC		G3568_RS05085	1173		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1080770	1081942	-	WP_163501253.1	WP_163501253.1		cystathionine beta-lyase	metC		G3568_RS05085	1173	390	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1081965	1083542	-							G3568_RS05090	1578		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1081965	1083542	-	WP_163501254.1	WP_163501254.1		sulfurtransferase			G3568_RS05090	1578	525	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1083542	1084171	-							G3568_RS05095	630		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1083542	1084171	-	WP_240457794.1	WP_240457794.1		cysteine dioxygenase family protein			G3568_RS05095	630	209	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1084283	1085143	+							G3568_RS05100	861		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1084283	1085143	+	WP_205600919.1	WP_205600919.1		LysR substrate-binding domain-containing protein			G3568_RS05100	861	286	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1085112	1086620	-							G3568_RS05105	1509		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1085112	1086620	-	WP_163501256.1	WP_163501256.1		tripartite tricarboxylate transporter permease			G3568_RS05105	1509	502	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1086654	1087109	-							G3568_RS05110	456		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1086654	1087109	-	WP_163501257.1	WP_163501257.1		hypothetical protein			G3568_RS05110	456	151	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1087106	1088062	-							G3568_RS05115	957		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1087106	1088062	-	WP_163501258.1	WP_163501258.1		tripartite tricarboxylate transporter substrate binding protein			G3568_RS05115	957	318	
gene	protein_coding	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1088275	1089150	-							G3568_RS05120	876		
CDS	with_protein	GCF_010977575.1	Primary Assembly	chromosome		NZ_CP048812.1	1088275	1089150	-	WP_229359006.1	WP_229359006.1		LysR family transcriptional regulator			G3568_RS05120	876	291	
