# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	422831	423790	+	WP_071941810.1	WP_071941810.1		calcium/sodium antiporter			BOX17_RS01920	960	319	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	423819	424814	+							BOX17_RS01925	996		old_locus_tag=BOX17_01895
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	423819	424814	+	WP_071941811.1	WP_071941811.1		KpsF/GutQ family sugar-phosphate isomerase			BOX17_RS01925	996	331	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	424857	425414	+							BOX17_RS01930	558		old_locus_tag=BOX17_01900
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	424857	425414	+	WP_071941812.1	WP_071941812.1		HAD hydrolase family protein			BOX17_RS01930	558	185	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	425418	426002	+					lptC		BOX17_RS01935	585		old_locus_tag=BOX17_01905
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	425418	426002	+	WP_071941813.1	WP_071941813.1		LPS export ABC transporter periplasmic protein LptC	lptC		BOX17_RS01935	585	194	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	425999	426529	+					lptA		BOX17_RS01940	531		old_locus_tag=BOX17_01910
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	425999	426529	+	WP_071941814.1	WP_071941814.1		lipopolysaccharide transport periplasmic protein LptA	lptA		BOX17_RS01940	531	176	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	426529	427254	+					lptB		BOX17_RS01945	726		old_locus_tag=BOX17_01915
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	426529	427254	+	WP_071941815.1	WP_071941815.1		LPS export ABC transporter ATP-binding protein	lptB		BOX17_RS01945	726	241	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	427397	428821	+							BOX17_RS01950	1425		old_locus_tag=BOX17_01920
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	427397	428821	+	WP_071941816.1	WP_071941816.1		RNA polymerase factor sigma-54			BOX17_RS01950	1425	474	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	428992	429300	+					raiA		BOX17_RS01955	309		old_locus_tag=BOX17_01925
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	428992	429300	+	WP_071941817.1	WP_071941817.1		ribosome-associated translation inhibitor RaiA	raiA		BOX17_RS01955	309	102	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	429308	429793	+					ptsN		BOX17_RS01960	486		old_locus_tag=BOX17_01930
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	429308	429793	+	WP_071941818.1	WP_071941818.1		PTS IIA-like nitrogen regulatory protein PtsN	ptsN		BOX17_RS01960	486	161	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	429837	430757	+					rapZ		BOX17_RS01965	921		old_locus_tag=BOX17_01935
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	429837	430757	+	WP_071941819.1	WP_071941819.1		RNase adapter RapZ	rapZ		BOX17_RS01965	921	306	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	430761	431030	+							BOX17_RS01970	270		old_locus_tag=BOX17_01940
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	430761	431030	+	WP_071941820.1	WP_071941820.1		HPr family phosphocarrier protein			BOX17_RS01970	270	89	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	431060	432400	-					pmbA		BOX17_RS01975	1341		old_locus_tag=BOX17_01945
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	431060	432400	-	WP_071941821.1	WP_071941821.1		metalloprotease PmbA	pmbA		BOX17_RS01975	1341	446	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	432520	433026	+							BOX17_RS01980	507		old_locus_tag=BOX17_01950
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	432520	433026	+	WP_071941822.1	WP_071941822.1		DUF615 domain-containing protein			BOX17_RS01980	507	168	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	433087	434541	-					tldD		BOX17_RS01985	1455		old_locus_tag=BOX17_01955
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	433087	434541	-	WP_071941823.1	WP_071941823.1		metalloprotease TldD	tldD		BOX17_RS01985	1455	484	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	434538	436979	-							BOX17_RS17100	2442		
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	434538	436979	-	WP_244272285.1	WP_244272285.1		hypothetical protein			BOX17_RS17100	2442	813	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	438385	439848	-					rng		BOX17_RS01995	1464		old_locus_tag=BOX17_01965
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	438385	439848	-	WP_071941825.1	WP_071941825.1		ribonuclease G	rng		BOX17_RS01995	1464	487	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	439939	440523	-							BOX17_RS02000	585		old_locus_tag=BOX17_01970
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	439939	440523	-	WP_071941826.1	WP_071941826.1		Maf-like protein			BOX17_RS02000	585	194	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	440552	441040	-					mreD		BOX17_RS02005	489		old_locus_tag=BOX17_01975
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	440552	441040	-	WP_071941827.1	WP_071941827.1		rod shape-determining protein MreD	mreD		BOX17_RS02005	489	162	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	441040	441912	-					mreC		BOX17_RS02010	873		old_locus_tag=BOX17_01980
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	441040	441912	-	WP_083582041.1	WP_083582041.1		rod shape-determining protein MreC	mreC		BOX17_RS02010	873	290	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	441987	443024	-							BOX17_RS02015	1038		old_locus_tag=BOX17_01985
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	441987	443024	-	WP_071941829.1	WP_071941829.1		rod shape-determining protein			BOX17_RS02015	1038	345	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	443206	443493	+					gatC		BOX17_RS02020	288		old_locus_tag=BOX17_01990
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	443206	443493	+	WP_071941830.1	WP_071941830.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatC		BOX17_RS02020	288	95	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	443545	444999	+					gatA		BOX17_RS02025	1455		old_locus_tag=BOX17_01995
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	443545	444999	+	WP_071941831.1	WP_071941831.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA		BOX17_RS02025	1455	484	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	444999	446453	+					gatB		BOX17_RS02030	1455		old_locus_tag=BOX17_02000
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	444999	446453	+	WP_071941832.1	WP_071941832.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	gatB		BOX17_RS02030	1455	484	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	446484	447035	+							BOX17_RS02035	552		old_locus_tag=BOX17_02005
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	446484	447035	+	WP_071941833.1	WP_071941833.1		cupin domain-containing protein			BOX17_RS02035	552	183	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	447042	447212	-							BOX17_RS16690	171		
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	447042	447212	-	WP_125925497.1	WP_125925497.1		DUF6435 family protein			BOX17_RS16690	171	56	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	447479	447922	+							BOX17_RS02040	444		old_locus_tag=BOX17_02010
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	447479	447922	+	WP_125925499.1	WP_125925499.1		hypothetical protein			BOX17_RS02040	444	147	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	448222	449661	+							BOX17_RS02045	1440		old_locus_tag=BOX17_02015
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	448222	449661	+	WP_071946553.1	WP_071946553.1		FAD-binding oxidoreductase			BOX17_RS02045	1440	479	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	449739	451241	-							BOX17_RS02050	1503		old_locus_tag=BOX17_02020
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	449739	451241	-	WP_071941835.1	WP_071941835.1		aldehyde dehydrogenase			BOX17_RS02050	1503	500	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	451238	452626	-							BOX17_RS02055	1389		old_locus_tag=BOX17_02025
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	451238	452626	-	WP_071941836.1	WP_071941836.1		aspartate aminotransferase family protein			BOX17_RS02055	1389	462	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	452654	453418	-							BOX17_RS02060	765		old_locus_tag=BOX17_02030
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	452654	453418	-	WP_071941837.1	WP_071941837.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein			BOX17_RS02060	765	254	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	453680	455056	+							BOX17_RS02065	1377		old_locus_tag=BOX17_02035
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	453680	455056	+	WP_071941838.1	WP_071941838.1		glutamine synthetase family protein			BOX17_RS02065	1377	458	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	455151	455750	-							BOX17_RS02070	600		old_locus_tag=BOX17_02040
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	455151	455750	-	WP_071941839.1	WP_071941839.1		glycine zipper 2TM domain-containing protein			BOX17_RS02070	600	199	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	455896	456834	-							BOX17_RS02075	939		old_locus_tag=BOX17_02045
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	455896	456834	-	WP_071941840.1	WP_071941840.1		methylenetetrahydrofolate reductase			BOX17_RS02075	939	312	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	456838	458034	-							BOX17_RS02080	1197		old_locus_tag=BOX17_02050
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	456838	458034	-	WP_071941841.1	WP_071941841.1		glycine cleavage system protein T			BOX17_RS02080	1197	398	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	458328	460895	+							BOX17_RS02085	2568		old_locus_tag=BOX17_02055
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	458328	460895	+	WP_071941842.1	WP_071941842.1		FAD-dependent oxidoreductase			BOX17_RS02085	2568	855	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	460908	461972	-							BOX17_RS02090	1065		old_locus_tag=BOX17_02060
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	460908	461972	-	WP_071941843.1	WP_071941843.1		GlxA family transcriptional regulator			BOX17_RS02090	1065	354	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	462292	464025	+							BOX17_RS02095	1734		old_locus_tag=BOX17_02065
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	462292	464025	+	WP_244272190.1	WP_244272190.1		formate--tetrahydrofolate ligase			BOX17_RS02095	1734	577	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	464071	465216	-							BOX17_RS02100	1146		old_locus_tag=BOX17_02070
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	464071	465216	-	WP_071941844.1	WP_071941844.1		iron-containing alcohol dehydrogenase			BOX17_RS02100	1146	381	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	465213	466595	-							BOX17_RS02105	1383		old_locus_tag=BOX17_02075
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	465213	466595	-	WP_071941845.1	WP_071941845.1		aldehyde dehydrogenase family protein			BOX17_RS02105	1383	460	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	466713	468083	-							BOX17_RS02110	1371		old_locus_tag=BOX17_02080
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	466713	468083	-	WP_208858079.1	WP_208858079.1		glutamine synthetase family protein			BOX17_RS02110	1371	456	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	468186	469238	-							BOX17_RS02115	1053		old_locus_tag=BOX17_02085
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	468186	469238	-	WP_071941846.1	WP_071941846.1		TRAP transporter substrate-binding protein			BOX17_RS02115	1053	350	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	469321	470643	-							BOX17_RS02120	1323		old_locus_tag=BOX17_02090
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	469321	470643	-	WP_071941847.1	WP_071941847.1		TRAP transporter large permease subunit			BOX17_RS02120	1323	440	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	470643	471239	-							BOX17_RS02125	597		old_locus_tag=BOX17_02095
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	470643	471239	-	WP_071941848.1	WP_071941848.1		TRAP transporter small permease subunit			BOX17_RS02125	597	198	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	471232	472029	-							BOX17_RS02130	798		old_locus_tag=BOX17_02100
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	471232	472029	-	WP_071941849.1	WP_071941849.1		N-formylglutamate amidohydrolase			BOX17_RS02130	798	265	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	472162	473040	+							BOX17_RS02135	879		old_locus_tag=BOX17_02105
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	472162	473040	+	WP_071941850.1	WP_071941850.1		MurR/RpiR family transcriptional regulator			BOX17_RS02135	879	292	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	473068	474360	-							BOX17_RS02140	1293		old_locus_tag=BOX17_02110
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	473068	474360	-	WP_071941851.1	WP_071941851.1		FAD-binding oxidoreductase			BOX17_RS02140	1293	430	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	474561	475928	-							BOX17_RS02145	1368		old_locus_tag=BOX17_02115
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	474561	475928	-	WP_071941852.1	WP_071941852.1		glutamine synthetase family protein			BOX17_RS02145	1368	455	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	475984	477048	-							BOX17_RS02150	1065		old_locus_tag=BOX17_02120
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	475984	477048	-	WP_071941853.1	WP_071941853.1		spermidine/putrescine ABC transporter substrate-binding protein			BOX17_RS02150	1065	354	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	477088	477885	-							BOX17_RS02155	798		old_locus_tag=BOX17_02125
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	477088	477885	-	WP_071941854.1	WP_071941854.1		ABC transporter permease			BOX17_RS02155	798	265	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	477882	478805	-							BOX17_RS02160	924		old_locus_tag=BOX17_02130
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	477882	478805	-	WP_071941855.1	WP_071941855.1		ABC transporter permease			BOX17_RS02160	924	307	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	478816	479943	-							BOX17_RS02165	1128		old_locus_tag=BOX17_02135
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	478816	479943	-	WP_071946559.1	WP_071946559.1		ABC transporter ATP-binding protein			BOX17_RS02165	1128	375	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	479976	481268	-							BOX17_RS02170	1293		old_locus_tag=BOX17_02140
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	479976	481268	-	WP_071941856.1	WP_071941856.1		FAD-binding oxidoreductase			BOX17_RS02170	1293	430	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	481779	483059	+							BOX17_RS02175	1281		old_locus_tag=BOX17_02145
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	481779	483059	+	WP_244272287.1	WP_244272287.1		aminotransferase class III-fold pyridoxal phosphate-dependent enzyme			BOX17_RS02175	1281	426	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	483084	483989	-							BOX17_RS02180	906		old_locus_tag=BOX17_02150
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	483084	483989	-	WP_071941858.1	WP_071941858.1		LysR family transcriptional regulator			BOX17_RS02180	906	301	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	484000	484746	-					moeB		BOX17_RS02185	747		old_locus_tag=BOX17_02155
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	484000	484746	-	WP_071941859.1	WP_071941859.1		molybdopterin-synthase adenylyltransferase MoeB	moeB		BOX17_RS02185	747	248	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	484755	485267	-							BOX17_RS02190	513		old_locus_tag=BOX17_02160
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	484755	485267	-	WP_208858080.1	WP_208858080.1		Lrp/AsnC ligand binding domain-containing protein			BOX17_RS02190	513	170	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	485405	486280	-					prmC		BOX17_RS02195	876		old_locus_tag=BOX17_02165
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	485405	486280	-	WP_071941861.1	WP_071941861.1		peptide chain release factor N(5)-glutamine methyltransferase	prmC		BOX17_RS02195	876	291	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	486277	487371	-					prfA		BOX17_RS02200	1095		old_locus_tag=BOX17_02170
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	486277	487371	-	WP_071941862.1	WP_071941862.1		peptide chain release factor 1	prfA		BOX17_RS02200	1095	364	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	487381	488649	-					hemA		BOX17_RS02205	1269		old_locus_tag=BOX17_02175
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	487381	488649	-	WP_071941863.1	WP_071941863.1		glutamyl-tRNA reductase	hemA		BOX17_RS02205	1269	422	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	488852	490633	+							BOX17_RS02210	1782		old_locus_tag=BOX17_02180
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	488852	490633	+	WP_071941864.1	WP_071941864.1		tetratricopeptide repeat protein			BOX17_RS02210	1782	593	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	490649	491260	+					lolB		BOX17_RS02215	612		old_locus_tag=BOX17_02185
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	490649	491260	+	WP_071941865.1	WP_071941865.1		lipoprotein insertase outer membrane protein LolB	lolB		BOX17_RS02215	612	203	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	491253	492134	+					ispE		BOX17_RS02220	882		old_locus_tag=BOX17_02190
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	491253	492134	+	WP_071941866.1	WP_071941866.1		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE		BOX17_RS02220	882	293	
gene	tRNA	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	492192	492266	+							BOX17_RS02225	75		old_locus_tag=BOX17_02195
tRNA		GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	492192	492266	+				tRNA-Gln			BOX17_RS02225	75		anticodon=TTG
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	492330	493271	+							BOX17_RS02230	942		old_locus_tag=BOX17_02200
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	492330	493271	+	WP_208858081.1	WP_208858081.1		ribose-phosphate pyrophosphokinase			BOX17_RS02230	942	313	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	493410	494099	+							BOX17_RS02235	690		old_locus_tag=BOX17_02205
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	493410	494099	+	WP_071941868.1	WP_071941868.1		50S ribosomal protein L25/general stress protein Ctc			BOX17_RS02235	690	229	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	494214	494798	+					pth		BOX17_RS02240	585		old_locus_tag=BOX17_02210
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	494214	494798	+	WP_071941869.1	WP_071941869.1		aminoacyl-tRNA hydrolase	pth		BOX17_RS02240	585	194	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	494914	496005	+					ychF		BOX17_RS02245	1092		old_locus_tag=BOX17_02215
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	494914	496005	+	WP_071941870.1	WP_071941870.1		redox-regulated ATPase YchF	ychF		BOX17_RS02245	1092	363	
gene	tRNA	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	496074	496150	+							BOX17_RS02250	77		old_locus_tag=BOX17_02220
tRNA		GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	496074	496150	+				tRNA-Met			BOX17_RS02250	77		anticodon=CAT
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	496244	497542	-							BOX17_RS02255	1299		old_locus_tag=BOX17_02225
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	496244	497542	-	WP_071941871.1	WP_071941871.1		M18 family aminopeptidase			BOX17_RS02255	1299	432	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	497685	499763	+							BOX17_RS02260	2079		old_locus_tag=BOX17_02230
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	497685	499763	+	WP_071941872.1	WP_071941872.1		carboxy terminal-processing peptidase			BOX17_RS02260	2079	692	
gene	tRNA	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	500078	500153	-							BOX17_RS02265	76		old_locus_tag=BOX17_02235
tRNA		GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	500078	500153	-				tRNA-Asn			BOX17_RS02265	76		anticodon=GTT
gene	tRNA	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	500203	500278	-							BOX17_RS02270	76		old_locus_tag=BOX17_02240
tRNA		GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	500203	500278	-				tRNA-Asn			BOX17_RS02270	76		anticodon=GTT
gene	tRNA	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	500328	500403	-							BOX17_RS02275	76		old_locus_tag=BOX17_02245
tRNA		GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	500328	500403	-				tRNA-Asn			BOX17_RS02275	76		anticodon=GTT
gene	tRNA	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	500547	500623	-							BOX17_RS02280	77		old_locus_tag=BOX17_02250
tRNA		GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	500547	500623	-				tRNA-Met			BOX17_RS02280	77		anticodon=CAT
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	500708	501673	-							BOX17_RS02285	966		old_locus_tag=BOX17_02255
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	500708	501673	-	WP_071941873.1	WP_071941873.1		choline ABC transporter substrate-binding protein			BOX17_RS02285	966	321	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	501868	502473	+					betI		BOX17_RS02290	606		old_locus_tag=BOX17_02260
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	501868	502473	+	WP_208858082.1	WP_208858082.1		transcriptional regulator BetI	betI		BOX17_RS02290	606	201	
gene	protein_coding	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	502486	503970	+					betB		BOX17_RS02295	1485		old_locus_tag=BOX17_02265
CDS	with_protein	GCF_001886615.1	Primary Assembly	chromosome		NZ_CP018139.1	502486	503970	+	WP_071941875.1	WP_071941875.1		betaine-aldehyde dehydrogenase	betB		BOX17_RS02295	1485	494	
