# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	740666	741136	-							HELO_RS03390	471		old_locus_tag=HELO_1641
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	740666	741136	-	WP_013331397.1	WP_013331397.1		hypothetical protein			HELO_RS03390	471	156	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	741321	742604	+							HELO_RS03395	1284		old_locus_tag=HELO_1642
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	741321	742604	+	WP_013331398.1	WP_013331398.1		dicarboxylate/amino acid:cation symporter			HELO_RS03395	1284	427	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	742735	743604	+					yghU		HELO_RS03400	870		old_locus_tag=HELO_1643
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	742735	743604	+	WP_013331399.1	WP_013331399.1		glutathione-dependent disulfide-bond oxidoreductase	yghU		HELO_RS03400	870	289	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	743813	744019	-							HELO_RS03405	207		old_locus_tag=HELO_1644
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	743813	744019	-	WP_013331400.1	WP_013331400.1		cold-shock protein			HELO_RS03405	207	68	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	744317	745123	-							HELO_RS03410	807		old_locus_tag=HELO_1645
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	744317	745123	-	WP_013331401.1	WP_013331401.1		helix-turn-helix transcriptional regulator			HELO_RS03410	807	268	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	745231	746040	+							HELO_RS03415	810		old_locus_tag=HELO_1646
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	745231	746040	+	WP_013331402.1	WP_013331402.1		sulfite exporter TauE/SafE family protein			HELO_RS03415	810	269	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	746108	746995	-							HELO_RS03420	888		old_locus_tag=HELO_1647
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	746108	746995	-	WP_049786184.1	WP_049786184.1		LD-carboxypeptidase			HELO_RS03420	888	295	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	747130	747450	-							HELO_RS03425	321		old_locus_tag=HELO_1647A
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	747130	747450	-	WP_041601879.1	WP_041601879.1		hypothetical protein			HELO_RS03425	321	106	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	747550	748419	-							HELO_RS03430	870		old_locus_tag=HELO_1648
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	747550	748419	-	WP_013331404.1	WP_013331404.1		LysR family transcriptional regulator ArgP			HELO_RS03430	870	289	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	748517	749134	+							HELO_RS03435	618		old_locus_tag=HELO_1649
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	748517	749134	+	WP_013331405.1	WP_013331405.1		LysE family transporter			HELO_RS03435	618	205	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	749297	749737	+							HELO_RS03440	441		old_locus_tag=HELO_1650
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	749297	749737	+	WP_013331406.1	WP_013331406.1		DUF4399 domain-containing protein			HELO_RS03440	441	146	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	749820	750593	+							HELO_RS03445	774		old_locus_tag=HELO_1651
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	749820	750593	+	WP_013331407.1	WP_013331407.1		META domain-containing protein			HELO_RS03445	774	257	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	750673	751392	-							HELO_RS03450	720		old_locus_tag=HELO_1652
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	750673	751392	-	WP_013331408.1	WP_013331408.1		YebC/PmpR family DNA-binding transcriptional regulator			HELO_RS03450	720	239	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	751572	752768	+							HELO_RS03455	1197		old_locus_tag=HELO_1653
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	751572	752768	+	WP_013331409.1	WP_013331409.1		Xaa-Pro peptidase family protein			HELO_RS03455	1197	398	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	752884	754782	+							HELO_RS03460	1899		old_locus_tag=HELO_1654
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	752884	754782	+	WP_041601880.1	WP_041601880.1		ABC transporter ATP-binding protein/permease			HELO_RS03460	1899	632	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	754779	755204	+							HELO_RS03465	426		old_locus_tag=HELO_1655
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	754779	755204	+	WP_013331411.1	WP_013331411.1		hypothetical protein			HELO_RS03465	426	141	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	755204	755479	+							HELO_RS03470	276		old_locus_tag=HELO_1656
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	755204	755479	+	WP_013331412.1	WP_013331412.1		YrhK family protein			HELO_RS03470	276	91	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	755623	756486	+					bamE		HELO_RS03475	864		old_locus_tag=HELO_1657
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	755623	756486	+	WP_198410724.1	WP_198410724.1		outer membrane protein assembly factor BamE	bamE		HELO_RS03475	864	287	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	756503	758839	-							HELO_RS03480	2337		old_locus_tag=HELO_1658
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	756503	758839	-	WP_013331414.1	WP_013331414.1		CHASE2 domain-containing protein			HELO_RS03480	2337	778	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	758820	760085	-							HELO_RS03485	1266		old_locus_tag=HELO_1659
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	758820	760085	-	WP_013331415.1	WP_013331415.1		FecR domain-containing protein			HELO_RS03485	1266	421	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	760873	762228	+							HELO_RS03490	1356		old_locus_tag=HELO_1660
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	760873	762228	+	WP_162301209.1	WP_162301209.1		YadA-like family protein			HELO_RS03490	1356	451	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	762945	763688	+							HELO_RS03495	744		old_locus_tag=HELO_1661
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	762945	763688	+	WP_013331417.1	WP_013331417.1		response regulator transcription factor			HELO_RS03495	744	247	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	763919	764980	+							HELO_RS03500	1062		old_locus_tag=HELO_1662
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	763919	764980	+	WP_013331418.1	WP_013331418.1		nitronate monooxygenase			HELO_RS03500	1062	353	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	765256	765741	-							HELO_RS03505	486		old_locus_tag=HELO_1663
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	765256	765741	-	WP_013331419.1	WP_013331419.1		Hsp20 family protein			HELO_RS03505	486	161	
gene	tRNA	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	766034	766100	-							HELO_RS19085	67		old_locus_tag=HELO_TRNA11
tRNA		GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	766034	766100	-				tRNA-Thr			HELO_RS19085	67		anticodon=CGT
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	766255	767610	+							HELO_RS03510	1356		old_locus_tag=HELO_1664
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	766255	767610	+	WP_013331420.1	WP_013331420.1		site-specific integrase			HELO_RS03510	1356	451	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	767597	768277	+							HELO_RS03515	681		old_locus_tag=HELO_1664A
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	767597	768277	+	WP_041601882.1	WP_041601882.1		hypothetical protein			HELO_RS03515	681	226	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	768328	768642	+							HELO_RS03520	315		old_locus_tag=HELO_1665
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	768328	768642	+	WP_013331421.1	WP_013331421.1		hypothetical protein			HELO_RS03520	315	104	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	768629	769144	+							HELO_RS03525	516		old_locus_tag=HELO_1665A
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	768629	769144	+	WP_232519614.1	WP_232519614.1		hypothetical protein			HELO_RS03525	516	171	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	769141	770700	+							HELO_RS03530	1560		old_locus_tag=HELO_1666
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	769141	770700	+	WP_013331422.1	WP_013331422.1		DUF3631 domain-containing protein			HELO_RS03530	1560	519	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	770701	770994	+							HELO_RS03535	294		
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	770701	770994	+	WP_041601883.1	WP_041601883.1		hypothetical protein			HELO_RS03535	294	97	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	771008	771613	+							HELO_RS03540	606		
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	771008	771613	+	WP_041601884.1	WP_041601884.1		hypothetical protein			HELO_RS03540	606	201	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	771610	772176	+							HELO_RS03545	567		old_locus_tag=HELO_1667
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	771610	772176	+	WP_013331423.1	WP_013331423.1		hypothetical protein			HELO_RS03545	567	188	
gene	tRNA	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	773263	773338	-							HELO_RS03555	76		old_locus_tag=HELO_TRNA12
tRNA		GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	773263	773338	-				tRNA-Thr			HELO_RS03555	76		anticodon=CGT
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	773390	774703	-							HELO_RS03560	1314		old_locus_tag=HELO_1668
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	773390	774703	-	WP_041601885.1	WP_041601885.1		glycine cleavage system protein T			HELO_RS03560	1314	437	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	774972	775793	-							HELO_RS03565	822		old_locus_tag=HELO_1669
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	774972	775793	-	WP_013331425.1	WP_013331425.1		acyl-CoA thioesterase II			HELO_RS03565	822	273	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	775902	776369	+					tadA		HELO_RS03570	468		old_locus_tag=HELO_1670
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	775902	776369	+	WP_013331426.1	WP_013331426.1		tRNA adenosine(34) deaminase TadA	tadA		HELO_RS03570	468	155	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	776374	777837	-					mltF		HELO_RS03575	1464		old_locus_tag=HELO_1671
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	776374	777837	-	WP_013331427.1	WP_013331427.1		membrane-bound lytic murein transglycosylase MltF	mltF		HELO_RS03575	1464	487	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	778084	782013	+					purL		HELO_RS03580	3930		old_locus_tag=HELO_1672
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	778084	782013	+	WP_013331428.1	WP_013331428.1		phosphoribosylformylglycinamidine synthase	purL		HELO_RS03580	3930	1309	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	782143	782352	-							HELO_RS03585	210		
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	782143	782352	-	WP_041601886.1	WP_041601886.1		hypothetical protein			HELO_RS03585	210	69	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	782512	784314	+							HELO_RS03590	1803		old_locus_tag=HELO_1673
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	782512	784314	+	WP_013331429.1	WP_013331429.1		DEAD/DEAH box helicase			HELO_RS03590	1803	600	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	784372	785163	+							HELO_RS03595	792		old_locus_tag=HELO_1674
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	784372	785163	+	WP_013331430.1	WP_013331430.1		crotonase/enoyl-CoA hydratase family protein			HELO_RS03595	792	263	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	785384	786322	+							HELO_RS03600	939		old_locus_tag=HELO_1675
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	785384	786322	+	WP_013331431.1	WP_013331431.1		segregation/condensation protein A			HELO_RS03600	939	312	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	786319	787227	+					scpB		HELO_RS03605	909		old_locus_tag=HELO_1676
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	786319	787227	+	WP_013331432.1	WP_013331432.1		SMC-Scp complex subunit ScpB	scpB		HELO_RS03605	909	302	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	787227	788090	+					rluB		HELO_RS03610	864		old_locus_tag=HELO_1677
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	787227	788090	+	WP_013331433.1	WP_013331433.1		23S rRNA pseudouridine(2605) synthase RluB	rluB		HELO_RS03610	864	287	
gene	tRNA	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	788160	788235	+							HELO_RS03615	76		old_locus_tag=HELO_TRNA13
tRNA		GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	788160	788235	+				tRNA-Lys			HELO_RS03615	76		anticodon=TTT
gene	tRNA	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	788269	788344	+							HELO_RS03620	76		old_locus_tag=HELO_TRNA14
tRNA		GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	788269	788344	+				tRNA-Lys			HELO_RS03620	76		anticodon=TTT
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	788645	789673	+					nadA		HELO_RS03625	1029		old_locus_tag=HELO_1678
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	788645	789673	+	WP_041602387.1	WP_041602387.1		quinolinate synthase NadA	nadA		HELO_RS03625	1029	342	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	789806	791650	+					ilvD		HELO_RS03630	1845		old_locus_tag=HELO_1679
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	789806	791650	+	WP_013331435.1	WP_013331435.1		dihydroxy-acid dehydratase	ilvD		HELO_RS03630	1845	614	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	791723	792832	+							HELO_RS03635	1110		old_locus_tag=HELO_1680
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	791723	792832	+	WP_013331436.1	WP_013331436.1		oxidoreductase			HELO_RS03635	1110	369	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	792865	793449	-					nudE		HELO_RS03640	585		old_locus_tag=HELO_1681
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	792865	793449	-	WP_013331437.1	WP_013331437.1		ADP compounds hydrolase NudE	nudE		HELO_RS03640	585	194	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	793554	794234	+					yrfG		HELO_RS03645	681		old_locus_tag=HELO_1682
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	793554	794234	+	WP_041601887.1	WP_041601887.1		GMP/IMP nucleotidase	yrfG		HELO_RS03645	681	226	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	794227	794616	+							HELO_RS03650	390		old_locus_tag=HELO_1683
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	794227	794616	+	WP_013331439.1	WP_013331439.1		RNA-binding protein			HELO_RS03650	390	129	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	794725	795600	+					hslO		HELO_RS03655	876		old_locus_tag=HELO_1684
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	794725	795600	+	WP_013331440.1	WP_013331440.1		Hsp33 family molecular chaperone HslO	hslO		HELO_RS03655	876	291	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	795858	797438	+							HELO_RS03660	1581		old_locus_tag=HELO_1685
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	795858	797438	+	WP_013331441.1	WP_013331441.1		phosphoenolpyruvate carboxykinase			HELO_RS03660	1581	526	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	797575	798072	+					msrB		HELO_RS03665	498		old_locus_tag=HELO_1686
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	797575	798072	+	WP_013331442.1	WP_013331442.1		peptide-methionine (R)-S-oxide reductase MsrB	msrB		HELO_RS03665	498	165	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	798173	800527	+							HELO_RS03670	2355		old_locus_tag=HELO_1687
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	798173	800527	+	WP_013331443.1	WP_013331443.1		RNA-binding transcriptional accessory protein			HELO_RS03670	2355	784	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	800712	802343	+					gshA		HELO_RS03675	1632		old_locus_tag=HELO_1688
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	800712	802343	+	WP_013331444.1	WP_013331444.1		glutamate--cysteine ligase	gshA		HELO_RS03675	1632	543	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	802340	802891	+							HELO_RS03680	552		old_locus_tag=HELO_1689
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	802340	802891	+	WP_013331445.1	WP_013331445.1		disulfide bond formation protein B			HELO_RS03680	552	183	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	802955	803470	+					rsd		HELO_RS03685	516		old_locus_tag=HELO_1690
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	802955	803470	+	WP_013331446.1	WP_013331446.1		sigma D regulator	rsd		HELO_RS03685	516	171	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	803623	806691	-							HELO_RS03690	3069		old_locus_tag=HELO_1691
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	803623	806691	-	WP_013331447.1	WP_013331447.1		efflux RND transporter permease subunit			HELO_RS03690	3069	1022	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	806693	807799	-							HELO_RS03695	1107		old_locus_tag=HELO_1692
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	806693	807799	-	WP_013331448.1	WP_013331448.1		efflux RND transporter periplasmic adaptor subunit			HELO_RS03695	1107	368	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	808287	809261	+							HELO_RS03700	975		old_locus_tag=HELO_1693
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	808287	809261	+	WP_013331449.1	WP_013331449.1		malate dehydrogenase			HELO_RS03700	975	324	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	809560	810216	-							HELO_RS03705	657		old_locus_tag=HELO_1694
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	809560	810216	-	WP_013331450.1	WP_013331450.1		HAD-IB family hydrolase			HELO_RS03705	657	218	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	810377	810871	+							HELO_RS03710	495		old_locus_tag=HELO_1695
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	810377	810871	+	WP_013331451.1	WP_013331451.1		RNA pyrophosphohydrolase			HELO_RS03710	495	164	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	810949	813210	+					ptsP		HELO_RS03715	2262		old_locus_tag=HELO_1696
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	810949	813210	+	WP_013331452.1	WP_013331452.1		phosphoenolpyruvate--protein phosphotransferase	ptsP		HELO_RS03715	2262	753	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	813238	814002	-							HELO_RS03720	765		old_locus_tag=HELO_1697
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	813238	814002	-	WP_041601889.1	WP_041601889.1		NRDE family protein			HELO_RS03720	765	254	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	814110	815198	+							HELO_RS03725	1089		old_locus_tag=HELO_1698
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	814110	815198	+	WP_013331454.1	WP_013331454.1		response regulator			HELO_RS03725	1089	362	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	815198	815992	+							HELO_RS03730	795		old_locus_tag=HELO_1699
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	815198	815992	+	WP_013331455.1	WP_013331455.1		sulfite exporter TauE/SafE family protein			HELO_RS03730	795	264	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	816107	816886	+					lgt		HELO_RS03735	780		old_locus_tag=HELO_1700
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	816107	816886	+	WP_013331456.1	WP_013331456.1		prolipoprotein diacylglyceryl transferase	lgt		HELO_RS03735	780	259	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	817245	818018	+							HELO_RS03740	774		old_locus_tag=HELO_1701
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	817245	818018	+	WP_232519633.1	WP_232519633.1		thymidylate synthase			HELO_RS03740	774	257	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	818015	818554	+							HELO_RS03745	540		old_locus_tag=HELO_1702
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	818015	818554	+	WP_013331458.1	WP_013331458.1		dihydrofolate reductase			HELO_RS03745	540	179	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	818620	819702	+							HELO_RS03750	1083		old_locus_tag=HELO_1703
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	818620	819702	+	WP_223248559.1	WP_223248559.1		ProQ/FINO family protein			HELO_RS03750	1083	360	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	820104	821204	+							HELO_RS03755	1101		old_locus_tag=HELO_1704
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	820104	821204	+	WP_013331460.1	WP_013331460.1		porin			HELO_RS03755	1101	366	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	821305	822348	+							HELO_RS03760	1044		old_locus_tag=HELO_1705
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	821305	822348	+	WP_041601891.1	WP_041601891.1		hypothetical protein			HELO_RS03760	1044	347	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	822577	824559	+							HELO_RS03765	1983		old_locus_tag=HELO_1706
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	822577	824559	+	WP_232519615.1	WP_232519615.1		diguanylate cyclase			HELO_RS03765	1983	660	
gene	tRNA	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	824564	824640	-							HELO_RS03770	77		old_locus_tag=HELO_TRNA15
tRNA		GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	824564	824640	-				tRNA-Arg			HELO_RS03770	77		anticodon=CCT
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	824745	825569	+							HELO_RS03775	825		old_locus_tag=HELO_1707
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	824745	825569	+	WP_013331463.1	WP_013331463.1		methyltransferase			HELO_RS03775	825	274	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	825566	826555	+							HELO_RS03780	990		old_locus_tag=HELO_1708
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	825566	826555	+	WP_013331464.1	WP_013331464.1		class I SAM-dependent methyltransferase			HELO_RS03780	990	329	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	826559	827098	-					greB		HELO_RS03785	540		old_locus_tag=HELO_1709
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	826559	827098	-	WP_082995232.1	WP_082995232.1		transcription elongation factor GreB	greB		HELO_RS03785	540	179	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	827275	827910	+							HELO_RS03790	636		old_locus_tag=HELO_1710
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	827275	827910	+	WP_013331466.1	WP_013331466.1		hypothetical protein			HELO_RS03790	636	211	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	827990	828637	+							HELO_RS03795	648		old_locus_tag=HELO_1711
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	827990	828637	+	WP_041601892.1	WP_041601892.1		NUDIX domain-containing protein			HELO_RS03795	648	215	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	828639	829085	+							HELO_RS03800	447		old_locus_tag=HELO_1712
